#BIM.py test.trees 30 --stat=btree,Colless --tsz=1
start,end,N,Colless,btree,path
0.0,127.70116546277448,30,0.2561576354679803,-8.062247907062764,test.trees
127.70116546277448,409.4309193211214,30,0.2561576354679803,-8.062247907062764,test.trees
409.4309193211214,1009.2656453943964,30,0.25369458128078815,-5.450376080775136,test.trees
1009.2656453943964,1166.9139312321586,30,0.27586206896551724,-6.723062267560941,test.trees
1166.9139312321586,1633.4858929583536,30,0.29556650246305416,-8.045433236337104,test.trees
1633.4858929583536,1867.143130206769,30,0.2586206896551724,-3.372990865724185,test.trees
1867.143130206769,2267.668885754344,30,0.25492610837438423,-1.7259625928652085,test.trees
2267.668885754344,2427.8614783798953,30,0.2795566502463054,-2.019808791859702,test.trees
2427.8614783798953,2882.932159912058,30,0.28448275862068967,-5.5072118569102075,test.trees
2882.932159912058,2947.758703881353,30,0.2783251231527094,-5.6144310160526025,test.trees
2947.758703881353,2981.355414119399,30,0.20320197044334976,-0.9567386795122139,test.trees
2981.355414119399,3316.047551558364,30,0.1354679802955665,0.26927707500900333,test.trees
3316.047551558364,3369.1968790891574,30,0.1354679802955665,0.26927707500900067,test.trees
3369.1968790891574,3498.295700520812,30,0.14285714285714285,0.1513888966578788,test.trees
3498.295700520812,3999.5227091450993,30,0.14778325123152708,0.16549690271745648,test.trees
3999.5227091450993,4183.587096815833,30,0.1527093596059113,0.1796049087770351,test.trees
4183.587096815833,4204.148663392325,30,0.1527093596059113,0.17960490877703603,test.trees
4204.148663392325,4309.050618761929,30,0.16009852216748766,0.20557567632084006,test.trees
4309.050618761929,4437.883143965593,30,0.16379310344827586,0.27043744068275405,test.trees
4437.883143965593,4457.222326801443,30,0.16379310344827586,0.27043744068275405,test.trees
4457.222326801443,4457.682193113417,30,0.16379310344827586,0.27043744068275405,test.trees
4457.682193113417,4557.603886457533,30,0.16009852216748768,0.4042061339958003,test.trees
4557.603886457533,4919.440775992219,30,0.16009852216748768,0.49908383049076677,test.trees
4919.440775992219,5263.9839940462225,30,0.16502463054187194,0.2358784618463613,test.trees
5263.9839940462225,5303.348688298219,30,0.16133004926108374,0.3163796178318168,test.trees
5303.348688298219,5385.998589964118,30,0.20812807881773399,-0.9899403413829113,test.trees
5385.998589964118,5393.531767607557,30,0.24261083743842365,-1.6338456384085076,test.trees
5393.531767607557,5532.618227865691,30,0.22167487684729065,-0.634386600020665,test.trees
5532.618227865691,5605.9312663599685,30,0.22167487684729065,-0.6410487484518321,test.trees
5605.9312663599685,5764.422195810457,30,0.20197044334975373,-0.30511430399385636,test.trees
5764.422195810457,5902.248084380349,30,0.19088669950738918,-0.15871279217582215,test.trees
5902.248084380349,6234.076747680101,30,0.19950738916256158,-0.3482457248157504,test.trees
6234.076747680101,6262.548676500691,30,0.19950738916256158,-0.3482457248157504,test.trees
6262.548676500691,6268.860555275079,30,0.1921182266009852,-0.395979602666613,test.trees
6268.860555275079,6430.35017735333,30,0.18719211822660098,-0.43217977986902967,test.trees
6430.35017735333,6767.954124169414,30,0.19458128078817735,-0.5775551324404198,test.trees
6767.954124169414,6896.801968508121,30,0.19950738916256158,-0.7344641856602557,test.trees
6896.801968508121,6922.013149759735,30,0.19704433497536944,-0.6413049320258136,test.trees
6922.013149759735,7343.227743220336,30,0.18226600985221675,-0.3891442180830509,test.trees
7343.227743220336,7350.413532822489,30,0.16995073891625617,-0.23014275777473028,test.trees
7350.413532822489,7626.876936535089,30,0.1539408866995074,0.36365951476735225,test.trees
7626.876936535089,7755.857121179312,30,0.1416256157635468,0.8830757101579716,test.trees
7755.857121179312,7930.049558485403,30,0.14532019704433496,0.8086896330065085,test.trees
7930.049558485403,8009.426811728027,30,0.1502463054187192,0.6609704205330361,test.trees
8009.426811728027,8027.91605612494,30,0.14532019704433496,1.2005745281493798,test.trees
8027.91605612494,8049.365999263098,30,0.1293103448275862,2.143334698325789,test.trees
8049.365999263098,8409.259642956606,30,0.1231527093596059,2.3987715484124275,test.trees
8409.259642956606,8484.944007334054,30,0.1231527093596059,7.312313906011622,test.trees
8484.944007334054,8565.9199170647,30,0.13793103448275862,6.685903650858935,test.trees
8565.9199170647,8650.919538367287,30,0.1354679802955665,7.343137323377349,test.trees
8650.919538367287,8659.190961775648,30,0.11822660098522167,13.540670935633038,test.trees
8659.190961775648,8901.636783525264,30,0.11822660098522167,13.541018262618476,test.trees
8901.636783525264,9549.431826169935,30,0.11822660098522167,13.540087671730369,test.trees
9549.431826169935,9772.673608753521,30,0.12561576354679804,7.810154731247012,test.trees
9772.673608753521,10030.320976221543,30,0.1527093596059113,1.2702559394902884,test.trees
10030.320976221543,10042.0,30,0.17241379310344826,0.45935949732881665,test.trees
